Value Set Name,Value Set OID,Code,Definition,Code System,Code System OID
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.616B,"[S62.616B] Displaced fracture of proximal phalanx of right little finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.616D,"[S62.616D] Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.616G,"[S62.616G] Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.616K,"[S62.616K] Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.616P,"[S62.616P] Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.616S,"[S62.616S] Displaced fracture of proximal phalanx of right little finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617A,"[S62.617A] Displaced fracture of proximal phalanx of left little finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617B,"[S62.617B] Displaced fracture of proximal phalanx of left little finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617D,"[S62.617D] Displaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617G,"[S62.617G] Displaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617K,"[S62.617K] Displaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617P,"[S62.617P] Displaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.617S,"[S62.617S] Displaced fracture of proximal phalanx of left little finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618A,"[S62.618A] Displaced fracture of proximal phalanx of other finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618B,"[S62.618B] Displaced fracture of proximal phalanx of other finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618D,"[S62.618D] Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618G,"[S62.618G] Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618K,"[S62.618K] Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618P,"[S62.618P] Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.618S,"[S62.618S] Displaced fracture of proximal phalanx of other finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619A,"[S62.619A] Displaced fracture of proximal phalanx of unspecified finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619B,"[S62.619B] Displaced fracture of proximal phalanx of unspecified finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619D,"[S62.619D] Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619G,"[S62.619G] Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619K,"[S62.619K] Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619P,"[S62.619P] Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.619S,"[S62.619S] Displaced fracture of proximal phalanx of unspecified finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620A,"[S62.620A] Displaced fracture of middle phalanx of right index finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620B,"[S62.620B] Displaced fracture of middle phalanx of right index finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620D,"[S62.620D] Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620G,"[S62.620G] Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620K,"[S62.620K] Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620P,"[S62.620P] Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.620S,"[S62.620S] Displaced fracture of middle phalanx of right index finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621A,"[S62.621A] Displaced fracture of middle phalanx of left index finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621B,"[S62.621B] Displaced fracture of middle phalanx of left index finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621D,"[S62.621D] Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621G,"[S62.621G] Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621K,"[S62.621K] Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621P,"[S62.621P] Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.621S,"[S62.621S] Displaced fracture of middle phalanx of left index finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622A,"[S62.622A] Displaced fracture of middle phalanx of right middle finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622B,"[S62.622B] Displaced fracture of middle phalanx of right middle finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622D,"[S62.622D] Displaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622G,"[S62.622G] Displaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622K,"[S62.622K] Displaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622P,"[S62.622P] Displaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.622S,"[S62.622S] Displaced fracture of middle phalanx of right middle finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623A,"[S62.623A] Displaced fracture of middle phalanx of left middle finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623B,"[S62.623B] Displaced fracture of middle phalanx of left middle finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623D,"[S62.623D] Displaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623G,"[S62.623G] Displaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623K,"[S62.623K] Displaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623P,"[S62.623P] Displaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.623S,"[S62.623S] Displaced fracture of middle phalanx of left middle finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624A,"[S62.624A] Displaced fracture of middle phalanx of right ring finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624B,"[S62.624B] Displaced fracture of middle phalanx of right ring finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624D,"[S62.624D] Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624G,"[S62.624G] Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624K,"[S62.624K] Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624P,"[S62.624P] Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.624S,"[S62.624S] Displaced fracture of middle phalanx of right ring finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625A,"[S62.625A] Displaced fracture of middle phalanx of left ring finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625B,"[S62.625B] Displaced fracture of middle phalanx of left ring finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625D,"[S62.625D] Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625G,"[S62.625G] Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625K,"[S62.625K] Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625P,"[S62.625P] Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.625S,"[S62.625S] Displaced fracture of middle phalanx of left ring finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626A,"[S62.626A] Displaced fracture of middle phalanx of right little finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626B,"[S62.626B] Displaced fracture of middle phalanx of right little finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626D,"[S62.626D] Displaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626G,"[S62.626G] Displaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626K,"[S62.626K] Displaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626P,"[S62.626P] Displaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.626S,"[S62.626S] Displaced fracture of middle phalanx of right little finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627A,"[S62.627A] Displaced fracture of middle phalanx of left little finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627B,"[S62.627B] Displaced fracture of middle phalanx of left little finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627D,"[S62.627D] Displaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627G,"[S62.627G] Displaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627K,"[S62.627K] Displaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627P,"[S62.627P] Displaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.627S,"[S62.627S] Displaced fracture of middle phalanx of left little finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628A,"[S62.628A] Displaced fracture of middle phalanx of other finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628B,"[S62.628B] Displaced fracture of middle phalanx of other finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628D,"[S62.628D] Displaced fracture of middle phalanx of other finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628G,"[S62.628G] Displaced fracture of middle phalanx of other finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628K,"[S62.628K] Displaced fracture of middle phalanx of other finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628P,"[S62.628P] Displaced fracture of middle phalanx of other finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.628S,"[S62.628S] Displaced fracture of middle phalanx of other finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629A,"[S62.629A] Displaced fracture of middle phalanx of unspecified finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629B,"[S62.629B] Displaced fracture of middle phalanx of unspecified finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629D,"[S62.629D] Displaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629G,"[S62.629G] Displaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629K,"[S62.629K] Displaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629P,"[S62.629P] Displaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.629S,"[S62.629S] Displaced fracture of middle phalanx of unspecified finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630A,"[S62.630A] Displaced fracture of distal phalanx of right index finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630B,"[S62.630B] Displaced fracture of distal phalanx of right index finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630D,"[S62.630D] Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630G,"[S62.630G] Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630K,"[S62.630K] Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630P,"[S62.630P] Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.630S,"[S62.630S] Displaced fracture of distal phalanx of right index finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631A,"[S62.631A] Displaced fracture of distal phalanx of left index finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631B,"[S62.631B] Displaced fracture of distal phalanx of left index finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631D,"[S62.631D] Displaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631G,"[S62.631G] Displaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631K,"[S62.631K] Displaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631P,"[S62.631P] Displaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.631S,"[S62.631S] Displaced fracture of distal phalanx of left index finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632A,"[S62.632A] Displaced fracture of distal phalanx of right middle finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632B,"[S62.632B] Displaced fracture of distal phalanx of right middle finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632D,"[S62.632D] Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632G,"[S62.632G] Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632K,"[S62.632K] Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632P,"[S62.632P] Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.632S,"[S62.632S] Displaced fracture of distal phalanx of right middle finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633A,"[S62.633A] Displaced fracture of distal phalanx of left middle finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633B,"[S62.633B] Displaced fracture of distal phalanx of left middle finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633D,"[S62.633D] Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with routine healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633G,"[S62.633G] Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with delayed healing",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633K,"[S62.633K] Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with nonunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633P,"[S62.633P] Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with malunion",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.633S,"[S62.633S] Displaced fracture of distal phalanx of left middle finger, sequela",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.634A,"[S62.634A] Displaced fracture of distal phalanx of right ring finger, initial encounter for closed fracture",ICD10CM,2.16.840.1.113883.6.90
Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596,S62.634B,"[S62.634B] Displaced fracture of distal phalanx of right ring finger, initial encounter for open fracture",ICD10CM,2.16.840.1.113883.6.90
